ID: flvm-4
Files already downloaded and verified
[trace] GlobalModelSend recv COORD 1605987267.4720292
[trace] LossFuncSend recv COORD 1605987267.484948
[trace] ModelConfigSend recv COORD 1605987267.485968
[trace] LocalTraining duration flvm-4 32.57695698738098
[trace] SendShare_60895963337 start flvm-2 1605987300.0665774
[trace] SendShare_60895963337 end flvm-2 1605987300.5819075
[trace] SendShare_63106864611 start flvm-3 1605987300.5819554
[trace] GetShare_39927036873 recv flvm-6 1605987310.8441765
[trace] GetShare_20571938328 recv flvm-3 1605987310.8462858
[trace] GetShare_17490131280 recv flvm-7 1605987310.848359
[trace] SendShare_63106864611 end flvm-3 1605987310.8485978
[trace] SendShare_41360637621 start flvm-4 1605987310.8486106
[trace] GetShare_41360637621 recv flvm-4 1605987310.8489826
[trace] SendShare_41360637621 end flvm-4 1605987310.8490434
[trace] SendShare_36118517685 start flvm-5 1605987310.8490527
[trace] GetShare_7957331208 recv flvm-5 1605987310.8512986
[trace] GetShare_46470789062 recv flvm-2 1605987310.8532536
[trace] SendShare_36118517685 end flvm-5 1605987310.8552804
[trace] SendShare_53779715876 start flvm-6 1605987310.855292
[trace] SendShare_53779715876 end flvm-6 1605987310.8587527
[trace] SendShare_92039371593 start flvm-7 1605987310.8587654
[trace] SendShare_92039371593 end flvm-7 1605987310.8616695
[trace] EncryptParameter0 duration flvm-4 10.795586347579956
[trace] MultiplyParameter0 duration flvm-4 0.005177021026611328
[trace] SendShare_22660684186 start flvm-2 1605987310.8675153
[trace] SendShare_22660684186 end flvm-2 1605987310.8694992
[trace] SendShare_36180342201 start flvm-3 1605987310.8695135
[trace] GetShare_52750919820 recv flvm-3 1605987310.8701472
[trace] SendShare_36180342201 end flvm-3 1605987310.8705778
[trace] SendShare_94664929068 start flvm-4 1605987310.8705902
[trace] GetShare_94664929068 recv flvm-4 1605987310.8708806
[trace] SendShare_94664929068 end flvm-4 1605987310.870933
[trace] SendShare_81208355548 start flvm-5 1605987310.8709412
[trace] SendShare_81208355548 end flvm-5 1605987310.8717666
[trace] SendShare_58809870469 start flvm-6 1605987310.8717782
[trace] GetShare_75959826863 recv flvm-6 1605987310.872367
[trace] SendShare_58809870469 end flvm-6 1605987310.8729296
[trace] SendShare_67075983423 start flvm-7 1605987310.872941
[trace] SendShare_67075983423 end flvm-7 1605987310.874137
[trace] EncryptParameter1 duration flvm-4 0.0069713592529296875
[trace] GetShare_28208545563 recv flvm-2 1605987310.875756
[trace] GetShare_5299173920 recv flvm-5 1605987310.876671
[trace] MultiplyParameter1 duration flvm-4 0.005882978439331055
[trace] SendShare_39019822408 start flvm-2 1605987310.8930473
[trace] GetShare_18694003831 recv flvm-7 1605987310.89564
[trace] GetShare_40624336008 recv flvm-3 1605987311.0949857
[trace] SendShare_39019822408 end flvm-2 1605987311.182755
[trace] SendShare_5313006928 start flvm-3 1605987311.1827922
[trace] GetShare_71316521010 recv flvm-6 1605987311.2876241
[trace] SendShare_5313006928 end flvm-3 1605987311.2937565
[trace] SendShare_65405534565 start flvm-4 1605987311.2937925
[trace] GetShare_65405534565 recv flvm-4 1605987311.2955902
[trace] SendShare_65405534565 end flvm-4 1605987311.2956674
[trace] SendShare_90817377636 start flvm-5 1605987311.295677
[trace] SendShare_90817377636 end flvm-5 1605987311.4069233
[trace] SendShare_32866296679 start flvm-6 1605987311.4069433
[trace] GetShare_14152771117 recv flvm-2 1605987311.590741
[trace] SendShare_32866296679 end flvm-6 1605987311.590958
[trace] SendShare_50780620037 start flvm-7 1605987311.5909688
[trace] GetShare_23824679549 recv flvm-7 1605987311.7114627
[trace] SendShare_50780620037 end flvm-7 1605987311.7116714
[trace] EncryptParameter2 duration flvm-4 0.8288958072662354
[trace] GetShare_697743089 recv flvm-5 1605987311.8091342
[trace] GetShare_92140268189 recv flvm-6 1605987311.812277
[trace] MultiplyParameter2 duration flvm-4 0.19034481048583984
[trace] SendShare_40516900269 start flvm-2 1605987311.9029946
[trace] SendShare_40516900269 end flvm-2 1605987311.9058962
[trace] SendShare_51262478904 start flvm-3 1605987311.9059303
[trace] SendShare_51262478904 end flvm-3 1605987311.907895
