ID: flvm-4
Files already downloaded and verified
[trace] GlobalModelSend recv COORD 1605977044.726393
[trace] LossFuncSend recv COORD 1605977044.7386508
[trace] ModelConfigSend recv COORD 1605977044.7402542
[trace] LocalTraining duration flvm-4 30.393158197402954
[trace] SendShare_46874842295 start flvm-2 1605977075.136678
[trace] SendShare_46874842295 end flvm-2 1605977075.1458511
[trace] SendShare_49538514944 start flvm-3 1605977075.1458664
[trace] GetShare_73575285675 recv flvm-6 1605977086.3356762
[trace] GetShare_80786448888 recv flvm-11 1605977086.3396153
[trace] GetShare_28633930838 recv flvm-9 1605977086.3436227
[trace] GetShare_35074232950 recv flvm-10 1605977086.3477557
[trace] SendShare_49538514944 end flvm-3 1605977086.3485644
[trace] SendShare_36566375038 start flvm-4 1605977086.348586
[trace] GetShare_36566375038 recv flvm-4 1605977086.349173
[trace] SendShare_36566375038 end flvm-4 1605977086.3492734
[trace] SendShare_62512357699 start flvm-5 1605977086.3492913
[trace] GetShare_53046455672 recv flvm-8 1605977086.3535175
[trace] GetShare_58692544294 recv flvm-5 1605977086.3572628
[trace] GetShare_60086171417 recv flvm-13 1605977086.361067
[trace] SendShare_62512357699 end flvm-5 1605977086.3613513
[trace] SendShare_65789789008 start flvm-6 1605977086.3613703
[trace] GetShare_62193686579 recv flvm-2 1605977086.3653905
[trace] GetShare_65950206015 recv flvm-3 1605977086.3686683
[trace] GetShare_40296086349 recv flvm-7 1605977086.3722246
[trace] SendShare_65789789008 end flvm-6 1605977086.3725128
[trace] SendShare_57589709621 start flvm-7 1605977086.372594
[trace] SendShare_57589709621 end flvm-7 1605977086.3757806
[trace] SendShare_71056188312 start flvm-8 1605977086.3757992
[trace] SendShare_71056188312 end flvm-8 1605977086.3791828
[trace] SendShare_7289230664 start flvm-9 1605977086.3792012
[trace] SendShare_7289230664 end flvm-9 1605977086.3822665
[trace] SendShare_50415104437 start flvm-10 1605977086.382283
[trace] SendShare_50415104437 end flvm-10 1605977086.3852344
[trace] SendShare_43569872926 start flvm-11 1605977086.3852537
[trace] SendShare_43569872926 end flvm-11 1605977086.388831
[trace] SendShare_88493235831 start flvm-12 1605977086.3888476
[trace] SendShare_88493235831 end flvm-12 1605977093.2016
[trace] SendShare_55193978643 start flvm-13 1605977093.2016487
[trace] SendShare_55193978643 end flvm-13 1605977093.206676
[trace] EncryptParameter0 duration flvm-4 18.070767879486084
[trace] MultiplyParameter0 duration flvm-4 0.017049551010131836
[trace] SendShare_72647150690 start flvm-2 1605977093.2243228
[trace] GetShare_88073242223 recv flvm-12 1605977093.226952
[trace] GetShare_12215735134 recv flvm-2 1605977093.2274497
[trace] SendShare_72647150690 end flvm-2 1605977093.2279515
[trace] SendShare_23233693763 start flvm-3 1605977093.2279642
[trace] SendShare_23233693763 end flvm-3 1605977093.229219
[trace] SendShare_91258427408 start flvm-4 1605977093.2292318
[trace] GetShare_91258427408 recv flvm-4 1605977093.2295926
[trace] SendShare_91258427408 end flvm-4 1605977093.2296503
[trace] SendShare_4032874706 start flvm-5 1605977093.229659
[trace] GetShare_68027953124 recv flvm-7 1605977093.230239
[trace] SendShare_4032874706 end flvm-5 1605977093.2314436
[trace] SendShare_3467861755 start flvm-6 1605977093.231477
[trace] GetShare_61234433366 recv flvm-3 1605977093.2337062
[trace] GetShare_91434781171 recv flvm-10 1605977093.234078
[trace] SendShare_3467861755 end flvm-6 1605977093.2354665
[trace] SendShare_5614771248 start flvm-7 1605977093.2355
[trace] GetShare_38114267935 recv flvm-5 1605977093.2365658
[trace] GetShare_2497592386 recv flvm-13 1605977093.2379007
[trace] SendShare_5614771248 end flvm-7 1605977093.238064
[trace] SendShare_61765825341 start flvm-8 1605977093.2380743
[trace] SendShare_61765825341 end flvm-8 1605977093.239327
[trace] SendShare_21723146159 start flvm-9 1605977093.2393627
[trace] SendShare_21723146159 end flvm-9 1605977093.2405806
[trace] SendShare_50824224681 start flvm-10 1605977093.2406137
[trace] SendShare_50824224681 end flvm-10 1605977093.2425623
[trace] SendShare_81846670201 start flvm-11 1605977093.2425733
[trace] SendShare_81846670201 end flvm-11 1605977093.243798
[trace] SendShare_5052881982 start flvm-12 1605977093.2438087
[trace] GetShare_15648655039 recv flvm-9 1605977093.2443671
[trace] SendShare_5052881982 end flvm-12 1605977093.2453456
[trace] SendShare_96855484298 start flvm-13 1605977093.2453942
[trace] SendShare_96855484298 end flvm-13 1605977093.2479298
[trace] EncryptParameter1 duration flvm-4 0.0238950252532959
[trace] GetShare_71633758682 recv flvm-6 1605977093.248499
[trace] GetShare_4097988465 recv flvm-11 1605977093.2549126
[trace] GetShare_50086889493 recv flvm-8 1605977093.255521
[trace] MultiplyParameter1 duration flvm-4 0.01325225830078125
[trace] SendShare_382771474 start flvm-2 1605977093.2823157
[trace] GetShare_19933017498 recv flvm-12 1605977093.3840697
[trace] SendShare_382771474 end flvm-2 1605977093.475018
[trace] SendShare_88239564271 start flvm-3 1605977093.4750547
[trace] GetShare_92558130301 recv flvm-7 1605977093.5822084
[trace] SendShare_88239564271 end flvm-3 1605977093.5824063
[trace] SendShare_6687613994 start flvm-4 1605977093.5824165
[trace] GetShare_6687613994 recv flvm-4 1605977093.5836911
[trace] SendShare_6687613994 end flvm-4 1605977093.5837567
[trace] SendShare_85698284194 start flvm-5 1605977093.5837653
[trace] GetShare_74848792283 recv flvm-2 1605977093.785041
[trace] SendShare_85698284194 end flvm-5 1605977093.785295
[trace] SendShare_41417025392 start flvm-6 1605977093.7853055
[trace] GetShare_92936013616 recv flvm-9 1605977093.8840144
[trace] SendShare_41417025392 end flvm-6 1605977093.9905121
[trace] SendShare_28541640765 start flvm-7 1605977093.9905498
[trace] GetShare_7445684129 recv flvm-5 1605977094.090094
[trace] GetShare_74231277203 recv flvm-8 1605977094.186022
[trace] SendShare_28541640765 end flvm-7 1605977094.1863267
[trace] SendShare_43517860472 start flvm-8 1605977094.186338
[trace] GetShare_32432791920 recv flvm-13 1605977094.2819724
[trace] GetShare_4523311822 recv flvm-11 1605977094.3813715
[trace] SendShare_43517860472 end flvm-8 1605977094.3816035
[trace] SendShare_76220899497 start flvm-9 1605977094.381617
[trace] GetShare_69331288927 recv flvm-6 1605977094.4779022
[trace] GetShare_83729761383 recv flvm-3 1605977094.575856
[trace] GetShare_26871561477 recv flvm-12 1605977094.669128
[trace] SendShare_76220899497 end flvm-9 1605977094.6693463
[trace] SendShare_60527499221 start flvm-10 1605977094.6693566
[trace] GetShare_98568705107 recv flvm-10 1605977094.7648177
[trace] SendShare_60527499221 end flvm-10 1605977094.866674
[trace] SendShare_89765157956 start flvm-11 1605977094.8667128
[trace] SendShare_89765157956 end flvm-11 1605977094.975895
[trace] SendShare_5254807439 start flvm-12 1605977094.975933
[trace] SendShare_5254807439 end flvm-12 1605977095.0964043
[trace] SendShare_95646118091 start flvm-13 1605977095.0964448
[trace] SendShare_95646118091 end flvm-13 1605977095.3197825
[trace] EncryptParameter2 duration flvm-4 2.0573232173919678
[trace] MultiplyParameter2 duration flvm-4 0.2468705177307129
[trace] SendShare_75739471747 start flvm-2 1605977095.5679307
[trace] SendShare_75739471747 end flvm-2 1605977095.5715942
[trace] SendShare_34888666566 start flvm-3 1605977095.5716312
[trace] GetShare_91048831189 recv flvm-7 1605977095.5754063
