ID: flvm-13
Files already downloaded and verified
[trace] GlobalModelSend recv COORD 1605977045.8446095
[trace] LossFuncSend recv COORD 1605977045.8576553
[trace] ModelConfigSend recv COORD 1605977045.859309
[trace] LocalTraining duration flvm-13 33.5785756111145
[trace] SendShare_10573808467 start flvm-2 1605977079.4433613
[trace] SendShare_10573808467 end flvm-2 1605977079.4558983
[trace] SendShare_15945481441 start flvm-3 1605977079.455914
[trace] SendShare_15945481441 end flvm-3 1605977086.3355947
[trace] SendShare_60086171417 start flvm-4 1605977086.335619
[trace] SendShare_60086171417 end flvm-4 1605977086.3617554
[trace] SendShare_73655697829 start flvm-5 1605977086.3617857
[trace] SendShare_73655697829 end flvm-5 1605977086.3655868
[trace] SendShare_14606959223 start flvm-6 1605977086.365609
[trace] SendShare_14606959223 end flvm-6 1605977086.3690624
[trace] SendShare_81164797298 start flvm-7 1605977086.36908
[trace] SendShare_81164797298 end flvm-7 1605977086.3737984
[trace] SendShare_47037174387 start flvm-8 1605977086.3738127
[trace] SendShare_47037174387 end flvm-8 1605977086.3771079
[trace] SendShare_38746185759 start flvm-9 1605977086.3771212
[trace] SendShare_38746185759 end flvm-9 1605977086.3801742
[trace] SendShare_87452589217 start flvm-10 1605977086.380191
[trace] SendShare_87452589217 end flvm-10 1605977086.3832211
[trace] SendShare_24654713778 start flvm-11 1605977086.3832383
[trace] SendShare_24654713778 end flvm-11 1605977086.3869073
[trace] SendShare_50508712731 start flvm-12 1605977086.3869243
[trace] GetShare_21418909280 recv flvm-7 1605977093.2016277
[trace] GetShare_10132169977 recv flvm-3 1605977093.204002
[trace] GetShare_55193978643 recv flvm-4 1605977093.2061703
[trace] SendShare_50508712731 end flvm-12 1605977093.206461
[trace] SendShare_40884752961 start flvm-13 1605977093.206476
[trace] GetShare_40884752961 recv flvm-13 1605977093.206921
[trace] SendShare_40884752961 end flvm-13 1605977093.206989
[trace] EncryptParameter0 duration flvm-13 13.76509428024292
[trace] GetShare_6028820079 recv flvm-2 1605977093.209725
[trace] GetShare_10417813866 recv flvm-5 1605977093.2122395
[trace] GetShare_1221432239 recv flvm-10 1605977093.214317
[trace] GetShare_48179421688 recv flvm-9 1605977093.2165349
[trace] GetShare_84477927160 recv flvm-8 1605977093.2185578
[trace] GetShare_92536242087 recv flvm-6 1605977093.2209525
[trace] GetShare_68459602345 recv flvm-11 1605977093.2230234
[trace] MultiplyParameter0 duration flvm-13 0.02642655372619629
[trace] SendShare_67140259476 start flvm-2 1605977093.234109
[trace] SendShare_67140259476 end flvm-2 1605977093.2356315
[trace] SendShare_28290211147 start flvm-3 1605977093.2356513
[trace] SendShare_28290211147 end flvm-3 1605977093.2368448
[trace] SendShare_2497592386 start flvm-4 1605977093.2368627
[trace] SendShare_2497592386 end flvm-4 1605977093.2382758
[trace] SendShare_25409112337 start flvm-5 1605977093.2382934
[trace] GetShare_30681821642 recv flvm-2 1605977093.2392359
[trace] SendShare_25409112337 end flvm-5 1605977093.2395442
[trace] SendShare_14933364240 start flvm-6 1605977093.2395601
[trace] SendShare_14933364240 end flvm-6 1605977093.241528
[trace] SendShare_13385036204 start flvm-7 1605977093.2415543
[trace] SendShare_13385036204 end flvm-7 1605977093.2430017
[trace] SendShare_85058245391 start flvm-8 1605977093.2430427
[trace] SendShare_85058245391 end flvm-8 1605977093.2457476
[trace] SendShare_62324306776 start flvm-9 1605977093.2457662
[trace] GetShare_2546917505 recv flvm-7 1605977093.246832
[trace] GetShare_96855484298 recv flvm-4 1605977093.2475498
[trace] SendShare_62324306776 end flvm-9 1605977093.2486577
[trace] SendShare_88026405697 start flvm-10 1605977093.2486749
[trace] SendShare_88026405697 end flvm-10 1605977093.2509954
[trace] SendShare_37512156241 start flvm-11 1605977093.2510161
[trace] GetShare_77943293092 recv flvm-10 1605977093.2527127
[trace] SendShare_37512156241 end flvm-11 1605977093.2545817
[trace] SendShare_57397337731 start flvm-12 1605977093.2545948
[trace] GetShare_62238388088 recv flvm-12 1605977093.2569938
[trace] GetShare_36700494262 recv flvm-5 1605977093.257431
[trace] GetShare_64361087446 recv flvm-3 1605977093.25781
[trace] SendShare_57397337731 end flvm-12 1605977093.258
[trace] SendShare_11738559412 start flvm-13 1605977093.258014
[trace] GetShare_11738559412 recv flvm-13 1605977093.2583263
[trace] SendShare_11738559412 end flvm-13 1605977093.2584183
[trace] EncryptParameter1 duration flvm-13 0.02471327781677246
[trace] GetShare_4696721736 recv flvm-9 1605977093.2607276
[trace] GetShare_87831972364 recv flvm-6 1605977093.263776
[trace] GetShare_53958727032 recv flvm-11 1605977093.267471
[trace] GetShare_94929233462 recv flvm-8 1605977093.2684891
[trace] MultiplyParameter1 duration flvm-13 0.03557729721069336
[trace] SendShare_53718176102 start flvm-2 1605977093.3157063
[trace] GetShare_13821879972 recv flvm-12 1605977093.399837
[trace] SendShare_53718176102 end flvm-2 1605977093.9731996
[trace] SendShare_26993006054 start flvm-3 1605977093.9732296
[trace] SendShare_26993006054 end flvm-3 1605977094.0801964
[trace] SendShare_32432791920 start flvm-4 1605977094.080218
[trace] SendShare_32432791920 end flvm-4 1605977094.2827797
[trace] SendShare_74767116005 start flvm-5 1605977094.2828152
[trace] SendShare_74767116005 end flvm-5 1605977094.4980705
[trace] SendShare_2366633023 start flvm-6 1605977094.4981172
[trace] GetShare_88415248753 recv flvm-7 1605977094.7113254
[trace] SendShare_2366633023 end flvm-6 1605977094.711753
[trace] SendShare_85117458657 start flvm-7 1605977094.7117667
[trace] SendShare_85117458657 end flvm-7 1605977094.8911068
[trace] SendShare_58249754417 start flvm-8 1605977094.8911328
[trace] SendShare_58249754417 end flvm-8 1605977095.0006971
[trace] SendShare_40541520985 start flvm-9 1605977095.0007205
