ID: flvm-11
Files already downloaded and verified
[trace] GlobalModelSend recv COORD 1605977045.4926353
[trace] LossFuncSend recv COORD 1605977045.5054402
[trace] ModelConfigSend recv COORD 1605977045.5069172
[trace] LocalTraining duration flvm-11 35.35873794555664
[trace] SendShare_22948990764 start flvm-2 1605977080.8687785
[trace] SendShare_22948990764 end flvm-2 1605977080.8760455
[trace] SendShare_89972200900 start flvm-3 1605977080.8760617
[trace] SendShare_89972200900 end flvm-3 1605977086.3331208
[trace] SendShare_80786448888 start flvm-4 1605977086.3331435
[trace] SendShare_80786448888 end flvm-4 1605977086.3395338
[trace] SendShare_350075751 start flvm-5 1605977086.3395553
[trace] SendShare_350075751 end flvm-5 1605977086.3461304
[trace] SendShare_49005136128 start flvm-6 1605977086.3461468
[trace] SendShare_49005136128 end flvm-6 1605977086.3496711
[trace] SendShare_11394875306 start flvm-7 1605977086.349685
[trace] SendShare_11394875306 end flvm-7 1605977086.354283
[trace] SendShare_34414982462 start flvm-8 1605977086.3542967
[trace] SendShare_34414982462 end flvm-8 1605977086.3632486
[trace] SendShare_81197633248 start flvm-9 1605977086.363264
[trace] GetShare_55764464906 recv flvm-6 1605977086.37087
[trace] SendShare_81197633248 end flvm-9 1605977086.3710945
[trace] SendShare_96384769501 start flvm-10 1605977086.371106
[trace] SendShare_96384769501 end flvm-10 1605977086.3745484
[trace] SendShare_67348684308 start flvm-11 1605977086.3745627
[trace] GetShare_67348684308 recv flvm-11 1605977086.3749597
[trace] SendShare_67348684308 end flvm-11 1605977086.375028
[trace] SendShare_98093664054 start flvm-12 1605977086.375038
[trace] GetShare_61458943791 recv flvm-9 1605977086.378013
[trace] GetShare_80287653727 recv flvm-5 1605977086.3800118
[trace] GetShare_69260196974 recv flvm-8 1605977086.3819363
[trace] GetShare_22141028314 recv flvm-10 1605977086.3839662
[trace] GetShare_24654713778 recv flvm-13 1605977086.3859465
[trace] GetShare_43569872926 recv flvm-4 1605977086.3879642
[trace] GetShare_24114825686 recv flvm-2 1605977086.3899555
[trace] GetShare_1831089319 recv flvm-3 1605977086.3919547
[trace] GetShare_81866576716 recv flvm-7 1605977086.3979897
[trace] SendShare_98093664054 end flvm-12 1605977093.2136564
[trace] SendShare_68459602345 start flvm-13 1605977093.2136796
[trace] SendShare_68459602345 end flvm-13 1605977093.2227926
[trace] EncryptParameter0 duration flvm-11 12.354849815368652
[trace] GetShare_49266121171 recv flvm-2 1605977093.2361066
[trace] GetShare_81846670201 recv flvm-4 1605977093.2428024
[trace] GetShare_89065095343 recv flvm-7 1605977093.2433894
[trace] GetShare_53472746734 recv flvm-10 1605977093.2480488
[trace] MultiplyParameter0 duration flvm-11 0.025481224060058594
[trace] SendShare_81943032338 start flvm-2 1605977093.2487555
[trace] SendShare_81943032338 end flvm-2 1605977093.2499194
[trace] SendShare_58042981027 start flvm-3 1605977093.2499313
[trace] GetShare_37075725880 recv flvm-12 1605977093.2524233
[trace] GetShare_50365133960 recv flvm-3 1605977093.2528353
[trace] SendShare_58042981027 end flvm-3 1605977093.2530186
[trace] SendShare_4097988465 start flvm-4 1605977093.253029
[trace] GetShare_37512156241 recv flvm-13 1605977093.2536461
