ID: flvm-2
Files already downloaded and verified
[trace] GlobalModelSend recv COORD 1605991826.6949565
[trace] LossFuncSend recv COORD 1605991826.7062237
[trace] ModelConfigSend recv COORD 1605991826.7076735
[trace] LocalTraining duration flvm-2 30.311722993850708
[trace] SendShare_7221360450 start flvm-2 1605991857.0221798
[trace] GetShare_7221360450 recv flvm-2 1605991857.0238497
[trace] SendShare_7221360450 end flvm-2 1605991857.023957
[trace] SendShare_87240041135 start flvm-3 1605991857.0239675
[trace] GetShare_17757445765 recv flvm-4 1605991859.0999398
[trace] GetShare_86982078499 recv flvm-3 1605991869.7659256
[trace] SendShare_87240041135 end flvm-3 1605991869.7677298
[trace] SendShare_14108114531 start flvm-4 1605991869.7677457
[trace] SendShare_14108114531 end flvm-4 1605991869.772152
[trace] EncryptParameter0 duration flvm-2 12.750349283218384
[trace] GetShare_3001147149 recv flvm-3 1605991869.7741005
[trace] GetShare_47472872298 recv flvm-4 1605991869.7744415
[trace] MultiplyParameter0 duration flvm-2 0.004451751708984375
[trace] SendShare_44365037616 start flvm-2 1605991869.7769618
[trace] GetShare_44365037616 recv flvm-2 1605991869.7788332
[trace] SendShare_44365037616 end flvm-2 1605991869.7788894
[trace] SendShare_53216864673 start flvm-3 1605991869.7788982
[trace] SendShare_53216864673 end flvm-3 1605991869.7797556
[trace] SendShare_19602008425 start flvm-4 1605991869.7797744
[trace] SendShare_19602008425 end flvm-4 1605991869.7808795
[trace] EncryptParameter1 duration flvm-2 0.004133939743041992
[trace] MultiplyParameter1 duration flvm-2 0.008176326751708984
[trace] SendShare_79626612379 start flvm-2 1605991869.7944016
[trace] GetShare_79626612379 recv flvm-2 1605991869.7959077
[trace] SendShare_79626612379 end flvm-2 1605991869.7959728
[trace] SendShare_13321730829 start flvm-3 1605991869.7959833
[trace] GetShare_57736503810 recv flvm-4 1605991869.89128
[trace] GetShare_34803326631 recv flvm-3 1605991869.9852307
[trace] SendShare_13321730829 end flvm-3 1605991869.985595
[trace] SendShare_71037039392 start flvm-4 1605991869.9856076
[trace] SendShare_71037039392 end flvm-4 1605991870.0881653
[trace] EncryptParameter2 duration flvm-2 0.29747581481933594
[trace] GetShare_52942161885 recv flvm-4 1605991870.196412
[trace] MultiplyParameter2 duration flvm-2 0.10924291610717773
[trace] SendShare_9795644509 start flvm-2 1605991870.1979597
[trace] GetShare_9795644509 recv flvm-2 1605991870.1984146
[trace] SendShare_9795644509 end flvm-2 1605991870.1985009
[trace] SendShare_77381447508 start flvm-3 1605991870.1985147
[trace] SendShare_77381447508 end flvm-3 1605991870.2006176
[trace] SendShare_44157438843 start flvm-4 1605991870.2006373
[trace] SendShare_44157438843 end flvm-4 1605991870.201881
[trace] EncryptParameter3 duration flvm-2 0.004149675369262695
[trace] GetShare_32180213460 recv flvm-3 1605991870.2032175
[trace] MultiplyParameter3 duration flvm-2 0.05181527137756348
[trace] SendShare_30490451484 start flvm-2 1605991870.285552
[trace] GetShare_30490451484 recv flvm-2 1605991870.303975
[trace] SendShare_30490451484 end flvm-2 1605991870.3040972
[trace] SendShare_11836702224 start flvm-3 1605991870.3041089
[trace] GetShare_12928570725 recv flvm-4 1605991870.8849652
[trace] SendShare_11836702224 end flvm-3 1605991870.956867
[trace] SendShare_16574764116 start flvm-4 1605991870.9568863
[trace] GetShare_58436426517 recv flvm-3 1605991871.5447352
[trace] SendShare_16574764116 end flvm-4 1605991872.11217
[trace] EncryptParameter4 duration flvm-2 1.8533320426940918
[trace] GetShare_69706012629 recv flvm-4 1605991872.1216257
[trace] MultiplyParameter4 duration flvm-2 0.010562896728515625
[trace] SendShare_91885712342 start flvm-2 1605991872.124078
[trace] GetShare_91885712342 recv flvm-2 1605991872.1244252
[trace] SendShare_91885712342 end flvm-2 1605991872.1244814
[trace] SendShare_2230659982 start flvm-3 1605991872.1244898
[trace] SendShare_2230659982 end flvm-3 1605991872.1256716
[trace] SendShare_36167396781 start flvm-4 1605991872.1256833
[trace] SendShare_36167396781 end flvm-4 1605991872.7068372
[trace] EncryptParameter5 duration flvm-2 0.5830216407775879
[trace] MultiplyParameter5 duration flvm-2 0.008020877838134766
[trace] SendShare_72511210215 start flvm-2 1605991872.746707
[trace] GetShare_72511210215 recv flvm-2 1605991872.7722747
[trace] SendShare_72511210215 end flvm-2 1605991872.7724044
[trace] SendShare_92921738548 start flvm-3 1605991872.7724173
[trace] GetShare_60495448651 recv flvm-3 1605991872.7982302
[trace] GetShare_46127094090 recv flvm-4 1605991873.5559344
[trace] SendShare_92921738548 end flvm-3 1605991873.635725
[trace] SendShare_41097909985 start flvm-4 1605991873.635794
[trace] GetShare_13300730446 recv flvm-3 1605991874.4163816
[trace] SendShare_41097909985 end flvm-4 1605991875.1747546
[trace] EncryptParameter6 duration flvm-2 2.4562392234802246
[trace] GetShare_29920476941 recv flvm-4 1605991875.180562
[trace] MultiplyParameter6 duration flvm-2 0.7772300243377686
[trace] SendShare_95033034343 start flvm-2 1605991875.9525132
[trace] GetShare_95033034343 recv flvm-2 1605991875.9529486
[trace] SendShare_95033034343 end flvm-2 1605991875.953014
