ID: flvm-4
Files already downloaded and verified
[trace] GlobalModelSend recv COORD 1605991826.6674337
[trace] LossFuncSend recv COORD 1605991826.6770382
[trace] ModelConfigSend recv COORD 1605991826.678311
[trace] LocalTraining duration flvm-4 32.4113130569458
[trace] SendShare_17757445765 start flvm-2 1605991859.0920265
[trace] SendShare_17757445765 end flvm-2 1605991859.1010776
[trace] SendShare_27718367850 start flvm-3 1605991859.1010926
[trace] SendShare_27718367850 end flvm-3 1605991869.7637782
[trace] SendShare_71216943277 start flvm-4 1605991869.7638974
[trace] GetShare_71216943277 recv flvm-4 1605991869.764813
[trace] SendShare_71216943277 end flvm-4 1605991869.7648942
[trace] EncryptParameter0 duration flvm-4 10.673385381698608
[trace] GetShare_438935177 recv flvm-3 1605991869.7705154
[trace] GetShare_14108114531 recv flvm-2 1605991869.7723863
[trace] MultiplyParameter0 duration flvm-4 0.008749246597290039
[trace] SendShare_47472872298 start flvm-2 1605991869.7741942
[trace] GetShare_74922704026 recv flvm-3 1605991869.7768366
[trace] SendShare_47472872298 end flvm-2 1605991869.7769969
[trace] SendShare_68657562029 start flvm-3 1605991869.7770066
[trace] SendShare_68657562029 end flvm-3 1605991869.7779677
[trace] SendShare_24057582651 start flvm-4 1605991869.7779791
[trace] GetShare_24057582651 recv flvm-4 1605991869.7782474
[trace] SendShare_24057582651 end flvm-4 1605991869.7782986
[trace] EncryptParameter1 duration flvm-4 0.00425267219543457
[trace] GetShare_19602008425 recv flvm-2 1605991869.780936
[trace] MultiplyParameter1 duration flvm-4 0.003000020980834961
[trace] SendShare_57736503810 start flvm-2 1605991869.786666
[trace] SendShare_57736503810 end flvm-2 1605991869.892444
[trace] SendShare_46801374414 start flvm-3 1605991869.892483
[trace] GetShare_71037039392 recv flvm-2 1605991870.087925
[trace] SendShare_46801374414 end flvm-3 1605991870.0882514
[trace] SendShare_87256921723 start flvm-4 1605991870.0882638
[trace] GetShare_87256921723 recv flvm-4 1605991870.0898135
[trace] SendShare_87256921723 end flvm-4 1605991870.08989
[trace] EncryptParameter2 duration flvm-4 0.3074221611022949
[trace] GetShare_64236862254 recv flvm-3 1605991870.1933866
[trace] MultiplyParameter2 duration flvm-4 0.1044764518737793
[trace] SendShare_52942161885 start flvm-2 1605991870.194778
[trace] SendShare_52942161885 end flvm-2 1605991870.1973298
[trace] SendShare_43641964817 start flvm-3 1605991870.1973417
[trace] SendShare_43641964817 end flvm-3 1605991870.1996417
[trace] SendShare_60788338176 start flvm-4 1605991870.1996524
[trace] GetShare_60788338176 recv flvm-4 1605991870.1999474
[trace] SendShare_60788338176 end flvm-4 1605991870.2000005
[trace] EncryptParameter3 duration flvm-4 0.005409717559814453
[trace] GetShare_44157438843 recv flvm-2 1605991870.2021081
[trace] MultiplyParameter3 duration flvm-4 0.003283262252807617
[trace] SendShare_12928570725 start flvm-2 1605991870.2278337
[trace] GetShare_99428669417 recv flvm-3 1605991870.2531395
[trace] SendShare_12928570725 end flvm-2 1605991870.886465
[trace] SendShare_53386164865 start flvm-3 1605991870.8865228
[trace] SendShare_53386164865 end flvm-3 1605991871.5368962
[trace] SendShare_86494659851 start flvm-4 1605991871.5369422
